[d_loss, g_loss]
1.4414136,-1.4414136
1.4188377,-1.4188377
1.3938717,-1.3938717
1.3859091,-1.3859091
1.3887632,-1.3887632
1.362467,-1.362467
1.3421028,-1.3421028
1.3453066,-1.3453066
1.3370564,-1.3370564
1.3089728,-1.3089728
1.3354083,-1.3354083
1.3592483,-1.3592483
1.3273182,-1.3273182
1.2883863,-1.2883863
1.286578,-1.286578
1.3613021,-1.3613021
1.4694033,-1.4694033
1.4116952,-1.4116952
1.4368111,-1.4368111
1.4787169,-1.4787169
1.499196,-1.499196
1.4831092,-1.4831092
1.4351685,-1.4351685
1.4475698,-1.4475698
1.4021672,-1.4021672
1.423662,-1.423662
1.4131829,-1.4131829
1.3468461,-1.3468461
1.3738976,-1.3738976
1.380137,-1.380137
1.3869956,-1.3869956
1.3650916,-1.3650916
1.357547,-1.357547
1.3080264,-1.3080264
1.3021668,-1.3021668
1.3703499,-1.3703499
1.3434794,-1.3434794
1.377419,-1.377419
1.3306195,-1.3306195
1.3520126,-1.3520126
1.3475434,-1.3475434
1.367785,-1.367785
1.3382432,-1.3382432
1.34777,-1.34777
1.3593754,-1.3593754
1.3564041,-1.3564041
1.366138,-1.366138
1.3733399,-1.3733399
1.3177874,-1.3177874
1.3410395,-1.3410395
1.2953379,-1.2953379
1.3039575,-1.3039575
1.3764696,-1.3764696
1.3751997,-1.3751997
1.3864468,-1.3864468
1.3503845,-1.3503845
1.3978106,-1.3978106
1.3518559,-1.3518559
1.362342,-1.362342
1.3327217,-1.3327217
1.3829393,-1.3829393
1.397512,-1.397512
1.432823,-1.432823
1.4480892,-1.4480892
1.4162537,-1.4162537
1.4194783,-1.4194783
1.4218135,-1.4218135
1.4303963,-1.4303963
1.3862869,-1.3862869
1.4105246,-1.4105246
1.4195055,-1.4195055
1.4619806,-1.4619806
1.4882495,-1.4882495
1.4642386,-1.4642386
1.5094783,-1.5094783
1.4973254,-1.4973254
1.5195043,-1.5195043
1.495724,-1.495724
1.4863317,-1.4863317
1.4642923,-1.4642923
1.4471637,-1.4471637
1.4361368,-1.4361368
1.4907827,-1.4907827
1.4719832,-1.4719832
1.4536173,-1.4536173
