[d_loss, g_loss]
1.4336994,0.6892233
1.3893006,0.6797711
1.3434966,0.67269945
1.3012269,0.66851103
1.2650288,0.660447
1.2293613,0.6569983
1.1946561,0.65773076
1.1530467,0.6599121
1.1183555,0.6610105
1.0853392,0.66216314
1.0567505,0.66249996
1.0282567,0.66608423
1.0002745,0.6677127
0.9754502,0.67368275
0.9519991,0.6746365
0.92907286,0.679
0.90951097,0.67875445
0.8911282,0.68494153
0.8739273,0.68719506
0.85685444,0.6916131
0.8467946,0.6918153
0.8372487,0.69354343
0.8322772,0.68617857
0.8313854,0.6849213
0.826272,0.6809841
0.8280561,0.6756376
0.8285517,0.6721466
0.8377845,0.6624409
0.8387253,0.65766156
0.8481216,0.6484104
0.8535016,0.6440095
0.86250865,0.638663
0.86089927,0.64033294
0.8617589,0.64186704
0.8555949,0.6490794
0.8509259,0.6556158
0.8469711,0.6673957
0.8364902,0.6797693
0.83347285,0.695406
0.8206961,0.71392274
0.8118369,0.73139834
0.80379367,0.75007427
0.7960822,0.7714238
0.78895485,0.7877085
0.79132915,0.7999414
0.7811584,0.8242279
0.7895509,0.8369865
0.7771318,0.8477541
0.79093003,0.86128056
0.78948903,0.86332405
0.79211986,0.8765618
0.7935529,0.8725604
0.79520506,0.8811477
0.7995944,0.8727426
0.80636746,0.8640772
0.8156823,0.84472674
0.83100736,0.8304355
0.85185516,0.8014506
0.8647117,0.77057743
0.88682324,0.73815244
0.9285073,0.6977136
0.94149435,0.6727917
0.96465063,0.6512322
0.9775205,0.64815724
0.98661554,0.63723344
0.97036916,0.6482177
0.97277033,0.651879
0.96805334,0.6611256
0.94762003,0.67404485
0.9309525,0.6976471
0.90070635,0.7316294
0.86456305,0.76778305
0.8376925,0.8060033
0.8066641,0.84778833
0.77107245,0.8875145
0.74668074,0.9193197
0.7279781,0.94537663
0.7115738,0.96756923
0.69555736,0.9842005
0.6961324,0.9926639
0.6762225,1.0035118
0.67413044,0.99903476
0.67830765,0.9859366
0.6846035,0.9647939
0.67496985,0.9580716
0.7008965,0.93934643
0.6924999,0.93333757
0.7154011,0.9166482
0.71519125,0.9204264
0.72006315,0.9114647
0.7214467,0.9201833
0.7138105,0.9413729
0.6933365,0.95749074
0.6874568,0.9803878
0.6858839,0.9933034
0.6730806,1.0055672
0.6652621,1.01147
0.67169505,1.0119863
0.65581554,1.0064852
0.6462486,1.0242314
0.64486444,1.0327942
0.62987727,1.0109802
0.66525096,0.9651288
0.7038377,0.8881855
0.7407944,0.8388698
0.7477274,0.8278743
0.73431754,0.8515065
0.7141293,0.886731
0.69211304,0.9441411
0.67570597,1.0197835
0.63996094,1.0855685
0.62775904,1.1233754
0.61309093,1.1453134
0.61490536,1.1508751
0.6286837,1.120199
