[d_loss, g_loss]
1.4385443,0.71256447
1.3954709,0.6871567
1.3622553,0.66619873
1.3287762,0.6447167
1.2908256,0.6310676
1.2598959,0.6212237
1.233054,0.61116666
1.205575,0.60141754
1.1752782,0.5955025
1.149264,0.5920428
1.1217873,0.5917656
1.0987271,0.5896807
1.0742347,0.5906414
1.0586636,0.5902131
1.043929,0.5868988
1.0251119,0.5885025
1.0148696,0.5856898
1.0060785,0.5823281
0.99565285,0.58046615
1.0011221,0.56887645
1.0059516,0.5589605
1.01072,0.54937464
1.0200442,0.5396008
1.0235677,0.5321903
1.0385946,0.5221403
1.0435976,0.5136151
1.040328,0.5156194
1.0477508,0.5095102
1.056273,0.5057446
1.0628695,0.5023851
1.0644667,0.49853677
1.0794628,0.49144349
1.0863687,0.48955023
1.1130446,0.47688252
1.1283288,0.4693871
1.1505291,0.45855543
1.1702826,0.4496742
1.1949439,0.43962854
1.2068257,0.4358853
1.2338808,0.4264878
1.2382227,0.42736822
1.2522992,0.4271426
1.2525675,0.4307037
1.2370466,0.44455424
1.2200677,0.46242082
1.20422,0.47705173
1.1866813,0.49845397
1.1767037,0.5198673
1.1514199,0.53940636
1.1425147,0.5574701
1.1374307,0.57513106
1.1339965,0.5789478
1.1547542,0.5777421
1.1681056,0.57663924
1.1980724,0.56048554
1.2254082,0.5454782
1.2619196,0.5287302
1.2926856,0.511674
1.3144089,0.50215256
1.3177325,0.50283045
1.3222241,0.50339556
1.2994933,0.51867884
1.2828096,0.53373206
1.2538608,0.55317795
1.2297195,0.56763947
1.2013358,0.59072965
1.1871576,0.6097981
1.159741,0.6308303
1.1308768,0.64924955
1.111984,0.65912896
1.093333,0.6736477
1.0706218,0.681966
1.0737172,0.6851311
1.0719622,0.69046545
1.0521169,0.69715023
1.0390737,0.7055797
1.0200636,0.7253843
1.0132885,0.7257667
0.9925737,0.74265265
0.9697187,0.76087606
0.9697088,0.7751672
0.9396624,0.7972729
0.927499,0.8169176
0.90640754,0.83417493
0.9123324,0.8312632
0.90209925,0.84089476
0.89777756,0.8418888
0.91188174,0.8277
0.9338708,0.8119741
0.9470856,0.78851044
0.9978706,0.74379146
1.0426738,0.695294
1.1015368,0.6483616
1.1921347,0.58459795
1.2647977,0.53848225
1.3332101,0.5193838
1.3594105,0.50885314
1.3518037,0.5135992
1.3640095,0.5299548
1.3493018,0.5495247
1.3339918,0.58066416
1.3168907,0.60628104
1.2942474,0.63387996
1.268347,0.6586049
1.24494,0.6864027
1.195002,0.7106534
1.1396613,0.73888004
1.1548178,0.7424583
1.1138006,0.7487756
1.0981102,0.7497164
1.0610123,0.74631953
1.0589093,0.74448484
1.057506,0.7322006
1.058031,0.71651065
1.0348834,0.7229881
1.0376825,0.7211693
1.0305171,0.7252099
1.0306766,0.724989
1.0120368,0.7310949
0.9853799,0.75238967
