[step, epoch, max]
0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,1,4,4,4,4,4,4,4,4
3,0,4,4,4,4,4,4,4,4,8,4,4,4,1,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,0,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
5,0,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,5,3,3,2,3,5,3,3,5,5,3,3,3
6,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,0,3,3,3,3,3,3,3,5,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5
9,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3
10,0,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,3,3,3,3,3,3,2,3,3,3,5,3,3,3
11,0,3,3,3,3,3,3,3,3,5,3,5,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,5,2,3,3,3,3
12,0,2,3,2,3,2,2,2,2,2,2,3,2,2,3,2,2,2,2,5,2,2,3,2,2,2,2,2,2,3,3,2,3
13,0,2,2,2,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,2,2,2,2,3,3,2,2,2
14,0,2,3,2,3,3,2,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
15,0,2,2,2,5,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2
16,0,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,2,2,3
17,0,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,5,2,2,2,3,2,2
18,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,3,2,2,2,2
19,0,2,3,3,3,3,2,2,2,2,2,5,2,2,2,2,3,3,3,3,2,2,3,3,3,2,3,2,2,3,2,2,2
20,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
21,0,3,3,3,3,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,3,3,3,3
22,0,3,3,3,3,3,7,3,3,3,3,7,3,7,3,3,3,7,3,3,3,3,7,3,3,7,7,3,3,3,3,3,3
