[d_loss, g_loss]
1.441607,-1.441607
1.4123404,-1.4123404
1.367717,-1.367717
1.345894,-1.345894
1.3739662,-1.3739662
1.3440294,-1.3440294
1.330193,-1.330193
1.3343222,-1.3343222
1.339365,-1.339365
1.3257641,-1.3257641
1.2892594,-1.2892594
1.3086789,-1.3086789
1.355015,-1.355015
1.2668219,-1.2668219
1.314774,-1.314774
1.3018914,-1.3018914
1.3452954,-1.3452954
1.3172145,-1.3172145
1.2860826,-1.2860826
1.2665887,-1.2665887
1.3418906,-1.3418906
1.3665078,-1.3665078
1.4052279,-1.4052279
1.3730248,-1.3730248
1.3410718,-1.3410718
1.2922049,-1.2922049
1.313854,-1.313854
1.2618223,-1.2618223
1.2542992,-1.2542992
1.3048875,-1.3048875
1.3410789,-1.3410789
1.2587732,-1.2587732
1.2513888,-1.2513888
1.3027214,-1.3027214
1.2448182,-1.2448182
1.2440805,-1.2440805
1.2406118,-1.2406118
1.2088099,-1.2088099
1.220986,-1.220986
1.2457091,-1.2457091
1.2615081,-1.2615081
1.3088093,-1.3088093
1.319177,-1.319177
1.2932951,-1.2932951
1.2719245,-1.2719245
1.2651577,-1.2651577
1.2506288,-1.2506288
1.3156896,-1.3156896
1.2887179,-1.2887179
1.3174697,-1.3174697
1.1943445,-1.1943445
1.3110082,-1.3110082
1.2423792,-1.2423792
1.2141874,-1.2141874
1.2448806,-1.2448806
1.2118299,-1.2118299
1.3324604,-1.3324604
1.2912439,-1.2912439
1.3427011,-1.3427011
1.3305242,-1.3305242
1.4367405,-1.4367405
1.3642839,-1.3642839
1.3278847,-1.3278847
1.3707557,-1.3707557
1.2736422,-1.2736422
1.3785783,-1.3785783
1.3677636,-1.3677636
1.4079638,-1.4079638
1.4053309,-1.4053309
1.2201037,-1.2201037
1.3199351,-1.3199351
1.3428795,-1.3428795
1.2731057,-1.2731057
1.310029,-1.310029
1.2815355,-1.2815355
1.3038291,-1.3038291
1.3308752,-1.3308752
1.3490455,-1.3490455
1.5124931,-1.5124931
1.4007535,-1.4007535
1.4712956,-1.4712956
1.6142535,-1.6142535
1.5960577,-1.5960577
1.5838343,-1.5838343
1.5633368,-1.5633368
1.5557551,-1.5557551
1.5353643,-1.5353643
1.5169424,-1.5169424
1.3830922,-1.3830922
1.4407406,-1.4407406
1.4098626,-1.4098626
1.4553521,-1.4553521
1.4728335,-1.4728335
1.5100971,-1.5100971
1.5265276,-1.5265276
1.4511627,-1.4511627
1.4506185,-1.4506185
1.4656221,-1.4656221
1.5129921,-1.5129921
1.6059628,-1.6059628
1.5491316,-1.5491316
1.5351356,-1.5351356
1.5622119,-1.5622119
1.4566516,-1.4566516
1.5114774,-1.5114774
1.4634038,-1.4634038
1.4222008,-1.4222008
1.433178,-1.433178
1.5149186,-1.5149186
1.3771898,-1.3771898
1.3759763,-1.3759763
1.4822686,-1.4822686
1.3831594,-1.3831594
1.4749234,-1.4749234
1.4280975,-1.4280975
1.3988109,-1.3988109
1.4603688,-1.4603688
1.4789345,-1.4789345
1.4430418,-1.4430418
1.446007,-1.446007
1.48663,-1.48663
1.4908831,-1.4908831
1.3095677,-1.3095677
1.4374413,-1.4374413
1.3827978,-1.3827978
1.3703438,-1.3703438
1.4827852,-1.4827852
1.4439557,-1.4439557
1.4082526,-1.4082526
1.3951938,-1.3951938
1.3925346,-1.3925346
1.3558166,-1.3558166
1.4006624,-1.4006624
1.334863,-1.334863
1.375848,-1.375848
1.3859525,-1.3859525
1.4305432,-1.4305432
1.3207378,-1.3207378
1.3918617,-1.3918617
1.4470868,-1.4470868
1.4308723,-1.4308723
1.3711729,-1.3711729
1.4115913,-1.4115913
1.4501169,-1.4501169
1.3975612,-1.3975612
1.4115272,-1.4115272
1.4108872,-1.4108872
1.4071808,-1.4071808
1.3437603,-1.3437603
1.3858645,-1.3858645
1.391607,-1.391607
1.2831435,-1.2831435
1.3474202,-1.3474202
1.3206711,-1.3206711
1.3819456,-1.3819456
1.3087288,-1.3087288
1.3827897,-1.3827897
1.2676426,-1.2676426
1.3149811,-1.3149811
1.3512557,-1.3512557
1.3484352,-1.3484352
1.3453557,-1.3453557
1.3757259,-1.3757259
1.3056324,-1.3056324
1.3605366,-1.3605366
1.389334,-1.389334
1.3930751,-1.3930751
1.3980435,-1.3980435
1.3547783,-1.3547783
1.3502989,-1.3502989
1.320499,-1.320499
1.3354465,-1.3354465
1.3808159,-1.3808159
1.3078375,-1.3078375
1.280442,-1.280442
1.3120383,-1.3120383
1.3793402,-1.3793402
1.3306578,-1.3306578
1.280219,-1.280219
1.2696986,-1.2696986
1.2885934,-1.2885934
1.3361199,-1.3361199
1.334681,-1.334681
1.351311,-1.351311
1.2707249,-1.2707249
1.3244019,-1.3244019
1.3087215,-1.3087215
1.3671848,-1.3671848
1.3119159,-1.3119159
1.2245994,-1.2245994
1.2876587,-1.2876587
